Rating,Review_Text,Usability,Price,Size,Service,Quality,Aspect_Terms,Aspect_Sentiment
0,too small: usually a size xs to s but this girdle's small did not fit true to size. had to return back to amazon.,,,"small,size,xs",return,,"small,size,xs,return",NEGATIVE
1,janes all the worlds aircraft 1996-7: great to deal with. very quick delivery. very highly recommended. thank you.,,,,dellivery,,dellivery,POSITIVE
0,dont order them in white or any light color: we have owed these plates in white for quite some years. maybe six or more. i just replaced all of them with a set from crate and barrell. they are heavy and seemingly well made but they have been faulty in a a number of ways. first my biggest complaint is on the white plates everytime you happen to scrape them with silverware it leaves a permanent mark. never wash anything stainless near them in the diawasher since it will mark it up there as well if it rubs up against them. after years of use they looked horrible with marks all over them. they also seemed to chip very easily. so between the chips and marks all over them i couldn't take looking at them anymore. they also are not good in the microwave. they get very hot and the food not so much. i would not recommend for everyday use. maybe the dark colors would show less marks but if they chip it will be very noticable. my advice is to purchase bone china or porcelain. i will never buy these again.,use,,,,mark,"use,mark",NEGATIVE
0,"only windows xp and earlier support: this scanner works great but if you want to update the unit or use their printing software you can only run their drivers on a windows xp machine or earlier. windows xp is over 10 years old. you can't load the data from the scanner into your computer if you have vista, windows 7 or windows 8. they seem to have no plan to update their system for this scanner or any of the ez scan line.keep in mind microsoft is dropping support for windows xp in spring of 2014, a little more than a year away. why don't they have something that works with more current computers especially when you can only buy one with windows 7 or mostly now with windows 8.in addition, for most of their models the firmware is 4.07 and i believe the 07 stands for 2007 as that's as current as the unit shows for cars. if you have a car 2008 and later it doesn't show. have to ask why they don't want to update the software for their products and still expect people to buy them.",works,,,,,works,MIXED
0,"technical problems with cassettes: this product requires a stereo player in which the balance is turned totally to the left. most auto systems have that capability. however if you have dolby or surroundsound, it can be difficult (and maybe impossible) to play the cassette without hearing two recordings at the same time. unfortunately neither the packaging nor the website will warn you of the problem. you therefore should think before buying. once you have opened the packaging you may be unable to return the product.",,,,"packaging,warn,return",,"packaging,warn,return",NEGATIVE
0,"does not have true plumeria scent: i used to live in hawaii. plumerias were abundant, both growing and leis. i was excited to have that scent again in a lotion. the lotion itself is your average body lotion consistency. however, there is no way that this is a true plumeria scent. i would not order their other ""plumeria"" products (which are more expensive)based on this lotion.",,expensive,,,,expensive,NEGATIVE
1,"just as described: this bench was easy to assemble, but i would suggest that you have someone else help you to hold the parts while you screw them together. otherwise it might be too difficult, not in design, but just in holding the large pieces in the right place. i put the bench on my front patio which is uncovered. it doesn't usually snow in seattle, but it did this year, and the bench remained uneffected. the bench has also with stood the seattle rains. this bench is as stated, element proof! great for summer yard lounging as well. i have been 100% satisfied!","assemble,",,large,described,uneffected,"assemble,large,described,uneffected",POSITIVE
1,"warming dishs sooooo helpful: the sassy baby warming dishes are great! add the hot water let it sit while you get baby ready to eat and away you go. also keeps the food warm while baby is eating. the bright colors also hold the babys attention. we bought two one for home and one for grandmas house.sassy baby warming dish, colors may vary","eating,attention",,,,,"eating,attention",POSITIVE
0,"not what we expected: the suction on this dish does not really work. the only thing i could get it to suction to was glass. we never really wanted it for the warming part, just for the suction. all in in all, we were not very satisfied with this purchase.",work,,,,,"work,",NEGATIVE
0,not user friendly: the dish is not easy to take apart for cleaning and i wish i could put in it the microwave.,user friendly,,,,,user friendly,NEGATIVE
